Season,Round,HomeTeam,AwayTeam,Date,Hour,HomeTeamPlayers,AwayTeamPlayers,GoalsHome,GoalsAway,CornersHome,CornersAway,ShotsTargetHome,ShotsTargetAway,ShotsWideHome,ShotsWideAway,FoulsHome,FoulsAway,OffsidesHome,OffsidesAway,HomeTeamPossession,AwayTeamPossession
2017/2018,14,Hoffenheim,RB Leipzig,02/12/2017,15:30,O. Baumann/B. Hübner/P. Kadeřábek/K. Akpoguma/S. Posch/S. Zuber/L. Rupp/N. Amiri/D. Geiger/M. Uth/S. Gnabry,P. Gulácsi/M. Halstenberg/L. Klostermann/D. Upamecano/I. Konaté/K. Kampl/D. Demme/N. Keïta/E. Forsberg/Y. Poulsen/T. Werner,4,0,0,7,2,5,1,4,15,10,4,2,36,64
2017/2018,14,Werder Bremen,Stuttgart,02/12/2017,15:30,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Augustinsson/M. Veljkovic/Z. Junuzović/F. Bartels/P. Bargfrede/T. Delaney/M. Eggestein/M. Kruse,R. Zieler/A. Beck/E. Insúa/H. Badstuber/T. Baumgartl/B. Pavard/C. Gentner/T. Asano/J. Brekalo/B. Özcan/S. Ascacíbar,1,0,5,8,5,4,2,6,13,18,2,2,40,60
2017/2018,14,Bayer Leverkusen,Borussia Dortmund,02/12/2017,15:30,B. Leno/S. Bender/L. Bender/Wendell/J. Tah/B. Henrichs/C. Aránguiz/J. Brandt/K. Havertz/K. Volland/L. Bailey,R. Bürki/N. Subotić/S. Papastathopoulos/M. Schmelzer/Raphaël Guerreiro/N. Şahin/G. Castro/M. Philipp/J. Weigl/C. Pulisic/A. Yarmolenko,1,1,7,4,8,3,3,4,10,18,4,2,35,65
2017/2018,14,Mainz 05,Augsburg,02/12/2017,15:30,R. Zentner/G. Donati/S. Bell/A. Diallo/D. Latza/P. De Blasis/A. Maxim/J. Gbamin/L. Öztunali/G. Holtmann/K. Kodro,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/D. Baier/Caiuby/Koo Ja-Cheol/E. Thommy/A. Finnbogason/M. Gregoritsch,1,3,4,3,4,1,8,3,17,16,0,1,56,44
2017/2018,14,Schalke 04,Köln,02/12/2017,18:30,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/B. Stambouli/D. Caligiuri/Y. Konoplyanka/M. Meyer/A. Harit/W. McKennie/G. Burgstaller,T. Horn/K. Rausch/P. Olkowski/F. Sørensen/Jorge Meré/J. Horn/M. Lehmann/M. Jojić/S. Özcan/Y. Ōsako/S. Guirassy,2,2,7,4,8,2,9,2,14,18,3,1,62,38
2017/2018,14,Hertha BSC,Eintracht Frankfurt,03/12/2017,15:30,R. Jarstein/S. Langkamp/M. Plattenhardt/M. Weiser/K. Rekik/M. Mittelstädt/P. Skjelbred/M. Leckie/A. Maier/V. Ibišević/D. Selke,L. Hrádecký/M. Hasebe/D. Abraham/J. Willems/S. Falette/C. Salcedo/K. Boateng/M. Gaćinović/M. Wolf/S. Haller/A. Rebić,1,2,4,2,3,3,4,0,15,13,0,1,50,50
2017/2018,14,Wolfsburg,Borussia Mönchengladbach,03/12/2017,18:00,K. Casteels/P. Verhaegh/J. Brooks/F. Uduokhai/G. Itter/D. Didavi/J. Guilavogui/Y. Mallı/Y. Gerhardt/M. Gómez/D. Origi,Y. Sommer/O. Wendt/T. Jantschke/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/T. Hazard/V. Grifo/D. Zakaria/Raffael,3,0,6,5,3,10,7,4,7,15,1,5,46,54
2017/2018,15,Stuttgart,Bayer Leverkusen,08/12/2017,20:30,R. Zieler/E. Insúa/H. Badstuber/M. Kamiński/T. Baumgartl/B. Pavard/C. Gentner/B. Özcan/S. Ascacíbar/S. Terodde/A. Donis,B. Leno/S. Bender/L. Bender/J. Tah/P. Retsos/A. Mehmedi/J. Brandt/D. Kohr/K. Havertz/K. Volland/L. Bailey,0,2,8,5,5,2,2,9,13,12,2,0,60,40
2017/2018,15,Borussia Dortmund,Werder Bremen,09/12/2017,15:30,R. Bürki/N. Subotić/S. Papastathopoulos/M. Schmelzer/Marc Bartra/Raphaël Guerreiro/S. Kagawa/M. Dahoud/C. Pulisic/P. Aubameyang/A. Yarmolenko,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Augustinsson/M. Veljkovic/Z. Junuzović/F. Bartels/P. Bargfrede/T. Delaney/M. Eggestein/M. Kruse,1,2,4,2,2,2,3,5,8,6,1,2,62,38
2017/2018,15,RB Leipzig,Mainz 05,09/12/2017,15:30,P. Gulácsi/V. Orban/L. Klostermann/Bernardo/S. Ilsanker/K. Kampl/D. Demme/D. Kaiser/K. Laimer/Y. Poulsen/T. Werner,R. Zentner/D. Brosinski/L. Balogun/G. Donati/A. Diallo/F. Frei/D. Latza/J. Gbamin/G. Holtmann/S. Serdar/R. Quaison,2,2,6,4,4,6,4,2,15,15,1,3,59,41
2017/2018,15,Eintracht Frankfurt,Bayern Munich,09/12/2017,15:30,L. Hrádecký/D. Abraham/J. Willems/S. Falette/C. Salcedo/K. Boateng/G. Fernandes/M. Wolf/A. Barkok/S. Haller/A. Rebić,T. Starke/Rafinha/J. Boateng/N. Süle/F. Ribéry/Javi Martínez/A. Vidal/J. Rodríguez/J. Kimmich/T. Müller/K. Coman,0,1,5,5,4,2,3,2,16,13,2,4,53,47
2017/2018,15,Hamburger SV,Wolfsburg,09/12/2017,15:30,C. Mathenia/M. Mavraj/K. Papadopoulos/D. Diekmeier/Douglas Santos/A. Hunt/F. Kostić/G. Jung/Walace/T. Ito/J. Arp,K. Casteels/P. Verhaegh/J. Brooks/F. Uduokhai/William/D. Didavi/J. Guilavogui/Y. Mallı/M. Arnold/M. Gómez/D. Origi,0,0,6,2,5,0,6,1,15,14,0,0,51,49
2017/2018,15,Borussia Mönchengladbach,Schalke 04,09/12/2017,18:30,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/C. Kramer/T. Hazard/V. Grifo/D. Zakaria/Raffael,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/T. Kehrer/D. Caligiuri/M. Meyer/A. Harit/W. McKennie/F. Di Santo/B. Embolo,1,1,8,10,3,5,3,3,12,8,2,3,60,40
2017/2018,15,Köln,Freiburg,10/12/2017,13:45,T. Horn/K. Rausch/P. Olkowski/F. Sørensen/D. Heintz/L. Klünter/J. Horn/M. Lehmann/M. Jojić/S. Özcan/S. Guirassy,A. Schwolow/C. Günter/P. Lienhart/P. Stenzel/R. Koch/J. Schuster/Y. Ravet/N. Höfler/J. Haberer/N. Petersen/M. Terrazzino,3,4,4,9,2,11,2,5,19,13,3,0,40,60
2017/2018,15,Hannover 96,Hoffenheim,10/12/2017,15:30,P. Tschauner/M. Ostrzolek/J. Korb/S. Sané/W. Anton/P. Schwegler/M. Bakalorz/F. Klaus/C. Benschop/N. Füllkrug/I. Bebou,O. Baumann/B. Hübner/K. Vogt/P. Kadeřábek/S. Zuber/L. Rupp/N. Amiri/D. Geiger/A. Kramarić/M. Uth/S. Gnabry,2,0,2,1,2,6,3,2,12,14,0,3,40,60
2017/2018,15,Augsburg,Hertha BSC,10/12/2017,18:00,M. Hitz/M. Hinteregger/J. Gouweleeuw/P. Max/R. Framberger/M. Heller/D. Baier/Caiuby/Koo Ja-Cheol/A. Finnbogason/M. Gregoritsch,R. Jarstein/S. Langkamp/M. Plattenhardt/M. Weiser/K. Rekik/N. Stark/M. Mittelstädt/P. Skjelbred/M. Leckie/V. Ibišević/D. Selke,1,1,11,3,2,4,13,2,14,10,0,1,60,40
2017/2018,16,Wolfsburg,RB Leipzig,12/12/2017,18:30,K. Casteels/P. Verhaegh/J. Brooks/F. Uduokhai/William/D. Didavi/J. Guilavogui/Y. Mallı/M. Arnold/Y. Gerhardt/M. Gómez,P. Gulácsi/M. Halstenberg/L. Klostermann/D. Upamecano/I. Konaté/S. Ilsanker/K. Kampl/N. Keïta/Y. Poulsen/Bruma/T. Werner,1,1,6,9,8,7,6,5,7,16,1,2,43,57
2017/2018,16,Freiburg,Borussia Mönchengladbach,12/12/2017,20:30,A. Schwolow/C. Günter/P. Stenzel/R. Koch/Ç. Söyüncü/Y. Ravet/N. Höfler/J. Haberer/N. Petersen/M. Terrazzino/T. Kleindienst,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/L. Stindl/C. Kramer/T. Hazard/V. Grifo/R. Oxford/D. Zakaria/J. Drmic,1,0,5,3,5,3,10,1,7,13,0,2,48,52
2017/2018,16,Hamburger SV,Eintracht Frankfurt,12/12/2017,20:30,C. Mathenia/M. Mavraj/K. Papadopoulos/D. Diekmeier/Douglas Santos/A. Hunt/F. Kostić/G. Jung/Walace/L. Waldschmidt/J. Arp,L. Hrádecký/M. Russ/D. Abraham/T. Tawatha/S. Falette/G. Fernandes/T. Chandler/M. Gaćinović/M. Wolf/A. Rebić/L. Jović,1,2,9,3,6,2,6,3,7,26,1,1,62,38
2017/2018,16,Mainz 05,Borussia Dortmund,12/12/2017,20:30,R. Zentner/D. Brosinski/L. Balogun/G. Donati/A. Diallo/F. Frei/D. Latza/J. Gbamin/S. Serdar/R. Quaison/E. Berggreen,R. Bürki/S. Papastathopoulos/M. Schmelzer/Ö. Toprak/Raphaël Guerreiro/J. Toljan/S. Kagawa/J. Weigl/C. Pulisic/P. Aubameyang/A. Yarmolenko,0,2,2,6,1,4,10,9,13,5,0,0,44,56
2017/2018,16,Hoffenheim,Stuttgart,13/12/2017,18:30,O. Baumann/B. Hübner/K. Vogt/P. Kadeřábek/N. Schulz/S. Posch/L. Rupp/K. Demirbay/D. Geiger/M. Uth/S. Gnabry,R. Zieler/A. Beck/E. Insúa/H. Badstuber/T. Baumgartl/B. Pavard/C. Gentner/C. Akolo/B. Özcan/S. Ascacíbar/A. Donis,1,0,0,3,1,3,4,3,12,15,4,1,57,43
2017/2018,16,Bayern Munich,Köln,13/12/2017,20:30,T. Starke/Rafinha/J. Boateng/D. Alaba/N. Süle/F. Ribéry/A. Vidal/S. Rudy/C. Tolisso/T. Müller/R. Lewandowski,T. Horn/P. Olkowski/F. Sørensen/D. Heintz/L. Klünter/Jorge Meré/J. Horn/T. Handwerker/M. Lehmann/M. Jojić/S. Özcan,1,0,13,1,6,2,23,3,9,12,2,0,74,26
2017/2018,16,Hertha BSC,Hannover 96,13/12/2017,20:30,R. Jarstein/F. Lustenberger/P. Pekarík/M. Plattenhardt/M. Weiser/K. Rekik/N. Stark/S. Kalou/V. Lazaro/A. Maier/D. Selke,P. Tschauner/O. Sorg/M. Ostrzolek/J. Korb/S. Sané/W. Anton/M. Bakalorz/F. Klaus/M. Harnik/N. Füllkrug/I. Bebou,3,1,5,8,5,5,2,5,10,11,2,3,46,54
2017/2018,16,Schalke 04,Augsburg,13/12/2017,20:30,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/B. Stambouli/D. Caligiuri/M. Meyer/A. Harit/W. McKennie/G. Burgstaller/F. Di Santo,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/K. Danso/D. Baier/Caiuby/Koo Ja-Cheol/A. Finnbogason/M. Gregoritsch,3,2,2,3,3,5,2,3,9,16,1,1,53,47
2017/2018,16,Bayer Leverkusen,Werder Bremen,13/12/2017,20:30,B. Leno/S. Bender/J. Tah/B. Henrichs/P. Retsos/J. Baumgartlinger/D. Kohr/K. Bellarabi/K. Volland/L. Alario/L. Bailey,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Sané/L. Augustinsson/M. Veljkovic/T. Delaney/F. Kainz/M. Eggestein/O. Käuper/M. Kruse,1,0,5,1,7,3,8,2,9,26,4,1,50,50
2017/2018,17,Borussia Mönchengladbach,Hamburger SV,15/12/2017,20:30,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/T. Hazard/R. Oxford/M. Cuisance/Raffael/P. Herrmann,C. Mathenia/M. Mavraj/K. Papadopoulos/G. Sakai/Douglas Santos/R. van Drongelen/A. Hunt/A. Ekdal/A. Hahn/F. Kostić/G. Jung,3,1,9,4,2,3,4,3,7,15,0,2,55,45
2017/2018,17,Köln,Wolfsburg,16/12/2017,15:30,T. Horn/F. Sørensen/D. Heintz/L. Klünter/Jorge Meré/J. Horn/B. Risa/M. Lehmann/M. Jojić/S. Özcan/C. Führich,K. Casteels/P. Verhaegh/J. Bruma/R. Knoche/William/D. Didavi/J. Guilavogui/Y. Mallı/Y. Gerhardt/M. Gómez/D. Origi,1,0,5,4,8,5,6,1,8,13,2,1,42,58
2017/2018,17,Werder Bremen,Mainz 05,16/12/2017,15:30,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Augustinsson/M. Veljkovic/R. Bauer/P. Bargfrede/T. Delaney/F. Kainz/M. Eggestein/I. Belfodil,R. Zentner/D. Brosinski/L. Balogun/G. Donati/A. Diallo/F. Frei/D. Latza/P. De Blasis/L. Öztunali/G. Holtmann/Y. Muto,2,2,8,5,5,1,2,4,13,23,2,4,38,62
2017/2018,17,Eintracht Frankfurt,Schalke 04,16/12/2017,15:30,L. Hrádecký/M. Russ/J. Willems/S. Falette/C. Salcedo/K. Boateng/G. Fernandes/M. Gaćinović/M. Wolf/A. Rebić/L. Jović,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/B. Stambouli/D. Caligiuri/Y. Konoplyanka/M. Meyer/A. Schöpf/A. Harit/G. Burgstaller,2,2,4,6,0,6,3,6,21,18,2,7,40,60
2017/2018,17,Augsburg,Freiburg,16/12/2017,15:30,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/M. Heller/D. Baier/Caiuby/R. Khedira/A. Finnbogason/M. Gregoritsch,A. Schwolow/L. Kübler/C. Günter/R. Koch/Ç. Söyüncü/Y. Ravet/N. Höfler/J. Haberer/N. Petersen/M. Terrazzino/T. Kleindienst,3,3,11,4,4,3,7,2,6,13,1,2,65,35
2017/2018,17,Stuttgart,Bayern Munich,16/12/2017,15:30,R. Zieler/A. Beck/D. Aogo/H. Badstuber/T. Baumgartl/B. Pavard/C. Gentner/C. Akolo/B. Özcan/S. Ascacíbar/S. Terodde,S. Ulreich/Rafinha/J. Boateng/M. Hummels/Javi Martínez/A. Vidal/J. Rodríguez/C. Tolisso/J. Kimmich/R. Lewandowski/K. Coman,0,1,9,7,3,6,5,4,17,12,2,3,51,49
2017/2018,17,Borussia Dortmund,Hoffenheim,16/12/2017,18:30,R. Bürki/S. Papastathopoulos/M. Schmelzer/Ö. Toprak/Raphaël Guerreiro/J. Toljan/S. Kagawa/J. Weigl/C. Pulisic/P. Aubameyang/A. Yarmolenko,O. Baumann/B. Hübner/K. Vogt/P. Kadeřábek/S. Posch/S. Zuber/F. Grillitsch/K. Demirbay/N. Amiri/M. Uth/S. Gnabry,2,1,6,4,2,4,4,5,7,12,5,1,49,51
2017/2018,17,Hannover 96,Bayer Leverkusen,17/12/2017,15:30,P. Tschauner/O. Sorg/M. Ostrzolek/J. Korb/S. Sané/W. Anton/P. Schwegler/F. Klaus/I. Fossum/N. Füllkrug/I. Bebou,B. Leno/S. Bender/L. Bender/J. Tah/B. Henrichs/P. Retsos/A. Mehmedi/J. Brandt/K. Havertz/K. Bellarabi/L. Alario,4,4,6,5,3,5,10,6,8,15,0,3,50,50
2017/2018,17,RB Leipzig,Hertha BSC,17/12/2017,18:00,P. Gulácsi/M. Halstenberg/V. Orban/L. Klostermann/I. Konaté/S. Ilsanker/K. Kampl/N. Keïta/Y. Poulsen/Bruma/T. Werner,R. Jarstein/F. Lustenberger/P. Pekarík/M. Plattenhardt/N. Stark/J. Torunarigha/S. Kalou/A. Esswein/V. Lazaro/A. Maier/D. Selke,2,3,6,1,6,2,7,0,13,11,5,3,65,35
2017/2018,18,Bayer Leverkusen,Bayern Munich,12/01/2018,20:30,B. Leno/S. Bender/L. Bender/Wendell/J. Tah/J. Brandt/D. Kohr/K. Havertz/K. Bellarabi/K. Volland/L. Bailey,S. Ulreich/Rafinha/J. Boateng/D. Alaba/N. Süle/A. Robben/F. Ribéry/Javi Martínez/A. Vidal/J. Rodríguez/T. Müller,1,3,6,6,1,2,5,5,10,12,0,1,46,54
2017/2018,18,Werder Bremen,Hoffenheim,13/01/2018,15:30,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Augustinsson/M. Veljkovic/Z. Junuzović/P. Bargfrede/F. Kainz/M. Eggestein/M. Kruse/I. Belfodil,O. Baumann/B. Hübner/K. Vogt/E. Bičakčić/P. Kadeřábek/S. Zuber/L. Rupp/F. Grillitsch/D. Geiger/M. Uth/S. Gnabry,1,1,6,8,6,1,5,6,14,18,3,2,44,56
2017/2018,18,Eintracht Frankfurt,Freiburg,13/01/2018,15:30,L. Hrádecký/M. Russ/M. Hasebe/C. Salcedo/K. Boateng/T. Chandler/Omar Mascarell/M. Gaćinović/M. Wolf/S. Haller/B. Hrgota,A. Schwolow/M. Gulde/L. Kübler/C. Günter/R. Koch/Ç. Söyüncü/A. Abrashi/J. Haberer/B. Kapustka/N. Petersen/L. Höler,1,1,9,2,5,0,9,0,14,18,5,0,59,41
2017/2018,18,Augsburg,Hamburger SV,13/01/2018,15:30,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/D. Baier/Caiuby/Koo Ja-Cheol/R. Khedira/M. Gregoritsch/S. Córdova,J. Pollersbeck/M. Mavraj/K. Papadopoulos/D. Diekmeier/Douglas Santos/S. Salihović/A. Hahn/F. Kostić/G. Jung/V. Janjičić/B. Wood,1,0,6,4,6,7,4,3,6,12,5,2,52,48
2017/2018,18,Hannover 96,Mainz 05,13/01/2018,15:30,M. Esser/O. Sorg/M. Ostrzolek/J. Korb/S. Sané/W. Anton/P. Schwegler/M. Bakalorz/F. Klaus/N. Füllkrug/I. Bebou,R. Zentner/D. Brosinski/S. Bell/A. Hack/N. de Jong/P. De Blasis/A. Maxim/J. Gbamin/G. Holtmann/Y. Muto/R. Quaison,3,2,8,8,8,3,6,5,12,16,0,1,48,52
2017/2018,18,Stuttgart,Hertha BSC,13/01/2018,15:30,R. Zieler/D. Aogo/M. Kamiński/T. Baumgartl/B. Pavard/C. Gentner/C. Akolo/B. Özcan/S. Ascacíbar/M. Gómez/A. Donis,R. Jarstein/F. Lustenberger/M. Plattenhardt/M. Weiser/N. Stark/S. Kalou/P. Skjelbred/M. Leckie/V. Lazaro/A. Maier/D. Selke,1,0,4,4,2,2,5,7,8,9,5,0,48,52
2017/2018,18,RB Leipzig,Schalke 04,13/01/2018,18:30,P. Gulácsi/V. Orban/Bernardo/D. Upamecano/K. Kampl/D. Demme/M. Sabitzer/K. Laimer/N. Keïta/Bruma/J. Augustin,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/B. Stambouli/D. Caligiuri/M. Meyer/A. Schöpf/A. Harit/G. Burgstaller/F. Di Santo,3,1,4,4,5,4,2,2,19,18,2,3,51,49
2017/2018,18,Köln,Borussia Mönchengladbach,14/01/2018,15:30,T. Horn/F. Sørensen/D. Heintz/L. Klünter/Jorge Meré/M. Höger/J. Hector/M. Jojić/S. Özcan/S. Terodde/S. Zoller,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/C. Kramer/T. Hazard/V. Grifo/D. Zakaria/P. Herrmann,2,1,3,3,2,3,5,7,17,14,2,1,44,56
2017/2018,18,Borussia Dortmund,Wolfsburg,14/01/2018,18:00,R. Bürki/Ł. Piszczek/S. Papastathopoulos/Ö. Toprak/J. Toljan/S. Kagawa/M. Götze/J. Weigl/J. Sancho/A. Yarmolenko/A. Isak,K. Casteels/P. Verhaegh/M. Tisserand/F. Uduokhai/William/D. Didavi/J. Guilavogui/Y. Mallı/M. Arnold/J. Brekalo/D. Origi,0,0,6,7,1,2,5,1,10,11,3,0,50,50
2017/2018,19,Hertha BSC,Borussia Dortmund,19/01/2018,20:30,T. Kraft/F. Lustenberger/M. Plattenhardt/M. Weiser/N. Stark/S. Kalou/P. Skjelbred/V. Lazaro/O. Duda/A. Maier/D. Selke,R. Bürki/Ł. Piszczek/S. Papastathopoulos/Ö. Toprak/J. Toljan/S. Kagawa/M. Götze/A. Schürrle/J. Weigl/C. Pulisic/J. Sancho,1,1,3,5,1,2,5,6,14,10,3,4,38,62
2017/2018,19,Hoffenheim,Bayer Leverkusen,20/01/2018,15:30,O. Baumann/B. Hübner/K. Vogt/E. Bičakčić/P. Kadeřábek/S. Zuber/L. Rupp/F. Grillitsch/D. Geiger/Ádám Szalai/S. Gnabry,B. Leno/S. Bender/L. Bender/Wendell/J. Tah/C. Aránguiz/J. Baumgartlinger/J. Brandt/K. Volland/L. Alario/L. Bailey,1,4,4,1,2,2,7,3,18,16,2,3,47,53
2017/2018,19,Freiburg,RB Leipzig,20/01/2018,15:30,A. Schwolow/M. Gulde/M. Kempf/C. Günter/P. Stenzel/R. Koch/Ç. Söyüncü/A. Abrashi/J. Haberer/N. Petersen/L. Höler,P. Gulácsi/V. Orban/Bernardo/D. Upamecano/K. Kampl/D. Demme/M. Sabitzer/K. Laimer/Bruma/T. Werner/J. Augustin,2,1,6,6,2,2,2,6,12,11,1,4,43,57
2017/2018,19,Borussia Mönchengladbach,Augsburg,20/01/2018,15:30,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/T. Hazard/D. Zakaria/M. Cuisance/Raffael/P. Herrmann,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/D. Baier/Caiuby/Koo Ja-Cheol/R. Khedira/A. Finnbogason/M. Gregoritsch,2,0,8,5,8,3,5,8,9,11,1,1,51,49
2017/2018,19,Mainz 05,Stuttgart,20/01/2018,15:30,R. Zentner/D. Brosinski/A. Hack/A. Diallo/N. de Jong/D. Latza/J. Gbamin/G. Holtmann/S. Serdar/Y. Muto/R. Quaison,R. Zieler/E. Insúa/D. Aogo/H. Badstuber/T. Baumgartl/B. Pavard/C. Gentner/B. Özcan/S. Ascacíbar/M. Gómez/A. Donis,3,2,7,3,8,2,7,3,10,9,0,0,45,55
2017/2018,19,Wolfsburg,Eintracht Frankfurt,20/01/2018,15:30,K. Casteels/P. Verhaegh/M. Tisserand/F. Uduokhai/William/J. Guilavogui/Y. Mallı/M. Arnold/J. Brekalo/D. Origi/L. Dimata,L. Hrádecký/M. Hasebe/S. Falette/C. Salcedo/K. Boateng/T. Chandler/Omar Mascarell/M. Gaćinović/M. Wolf/S. Haller/A. Rebić,1,3,4,3,4,2,4,6,12,19,1,1,50,50
2017/2018,19,Hamburger SV,Köln,20/01/2018,18:30,J. Pollersbeck/M. Mavraj/K. Papadopoulos/D. Diekmeier/Douglas Santos/A. Hunt/L. Holtby/A. Hahn/F. Kostić/G. Jung/V. Janjičić,T. Horn/F. Sørensen/D. Heintz/Jorge Meré/C. Clemens/M. Höger/J. Hector/M. Jojić/S. Özcan/S. Terodde/Y. Ōsako,0,2,9,3,4,0,5,5,22,13,2,2,51,49
2017/2018,19,Bayern Munich,Werder Bremen,21/01/2018,15:30,S. Ulreich/J. Boateng/Juan Bernat/N. Süle/A. Robben/F. Ribéry/Javi Martínez/J. Rodríguez/J. Kimmich/T. Müller/R. Lewandowski,J. Pavlenka/N. Moisander/L. Augustinsson/M. Veljkovic/R. Bauer/Z. Junuzović/P. Bargfrede/T. Delaney/J. Gondorf/M. Eggestein/M. Kruse,4,2,4,7,3,3,3,4,9,18,5,2,67,33
2017/2018,19,Schalke 04,Hannover 96,21/01/2018,18:00,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/T. Kehrer/L. Goretzka/M. Meyer/A. Schöpf/A. Harit/G. Burgstaller/M. Pjaca,P. Tschauner/O. Sorg/M. Ostrzolek/J. Korb/S. Sané/W. Anton/P. Schwegler/F. Klaus/I. Fossum/N. Füllkrug/I. Bebou,1,1,1,2,0,4,2,2,19,13,0,1,47,53
2017/2018,20,Eintracht Frankfurt,Borussia Mönchengladbach,26/01/2018,20:30,L. Hrádecký/M. Hasebe/S. Falette/C. Salcedo/K. Boateng/T. Chandler/Omar Mascarell/M. Gaćinović/M. Wolf/S. Haller/A. Rebić,Y. Sommer/O. Wendt/J. Vestergaard/M. Ginter/N. Elvedi/L. Stindl/C. Kramer/T. Hazard/D. Zakaria/M. Cuisance/P. Herrmann,2,0,4,4,1,3,5,8,13,14,4,1,48,52
2017/2018,20,Bayern Munich,Hoffenheim,27/01/2018,15:30,S. Ulreich/J. Boateng/D. Alaba/N. Süle/A. Robben/A. Vidal/S. Rudy/C. Tolisso/J. Kimmich/R. Lewandowski/K. Coman,O. Baumann/B. Hübner/K. Vogt/E. Bičakčić/P. Kadeřábek/S. Zuber/L. Rupp/F. Grillitsch/D. Geiger/M. Uth/S. Gnabry,5,2,3,4,5,1,9,0,6,21,3,3,53,47
2017/2018,20,Borussia Dortmund,Freiburg,27/01/2018,15:30,R. Bürki/Ł. Piszczek/S. Papastathopoulos/Ö. Toprak/J. Toljan/N. Şahin/S. Kagawa/G. Castro/C. Pulisic/J. Sancho/P. Aubameyang,R. Gikiewicz/M. Gulde/L. Kübler/M. Kempf/C. Günter/R. Koch/Ç. Söyüncü/A. Abrashi/J. Haberer/N. Petersen/L. Höler,2,2,5,2,2,1,5,0,10,11,1,2,64,36
2017/2018,20,RB Leipzig,Hamburger SV,27/01/2018,15:30,P. Gulácsi/V. Orban/L. Klostermann/D. Upamecano/K. Kampl/D. Demme/M. Sabitzer/K. Laimer/Bruma/T. Werner/J. Augustin,C. Mathenia/K. Papadopoulos/D. Diekmeier/G. Sakai/Douglas Santos/R. van Drongelen/A. Hunt/F. Kostić/G. Jung/Walace/B. Wood,1,1,3,3,4,0,7,2,14,20,2,1,55,45
2017/2018,20,Köln,Augsburg,27/01/2018,15:30,T. Horn/F. Sørensen/D. Heintz/Jorge Meré/C. Clemens/M. Höger/J. Hector/M. Jojić/S. Özcan/S. Terodde/Y. Ōsako,M. Hitz/D. Opare/M. Hinteregger/J. Gouweleeuw/P. Max/D. Baier/Caiuby/Koo Ja-Cheol/R. Khedira/A. Finnbogason/M. Gregoritsch,1,1,6,6,4,3,5,3,11,16,1,0,52,48
2017/2018,20,Stuttgart,Schalke 04,27/01/2018,15:30,R. Zieler/E. Insúa/M. Kamiński/T. Baumgartl/B. Pavard/C. Gentner/C. Akolo/B. Özcan/D. Burnic/M. Gómez/J. Bruun Larsen,R. Fährmann/Naldo/B. Oczipka/M. Nastasić/T. Kehrer/D. Caligiuri/Y. Konoplyanka/L. Goretzka/M. Meyer/A. Harit/F. Di Santo,0,2,4,6,2,4,7,7,14,11,1,3,57,43
2017/2018,20,Werder Bremen,Hertha BSC,27/01/2018,18:30,J. Pavlenka/N. Moisander/T. Gebre Selassie/L. Augustinsson/M. Veljkovic/Z. Junuzović/P. Bargfrede/T. Delaney/J. Gondorf/M. Eggestein/M. Kruse,T. Kraft/F. Lustenberger/P. Pekarík/M. Plattenhardt/N. Stark/S. Kalou/P. Skjelbred/V. Lazaro/O. Duda/A. Maier/D. Selke,0,0,2,2,7,2,8,3,14,21,4,1,56,44
2017/2018,20,Bayer Leverkusen,Mainz 05,28/01/2018,15:30,B. Leno/S. Bender/L. Bender/Wendell/J. Tah/C. Aránguiz/J. Baumgartlinger/J. Brandt/K. Volland/L. Alario/L. Bailey,R. Zentner/D. Brosinski/G. Donati/A. Hack/A. Diallo/N. de Jong/D. Latza/J. Gbamin/S. Serdar/Y. Muto/R. Quaison,2,0,13,0,2,1,6,1,10,14,0,1,70,30
