Season,Round,HomeTeam,AwayTeam,Date,Hour,HomeTeamPlayers,AwayTeamPlayers,GoalsHome,GoalsAway,CornersHome,CornersAway,ShotsTargetHome,ShotsTargetAway,ShotsWideHome,ShotsWideAway,FoulsHome,FoulsAway,OffsidesHome,OffsidesAway,HomeTeamPossession,AwayTeamPossession
2011/2012,7,Bayern Munich,Bayer Leverkusen,24/09/2011,18:30,M. Neuer/P. Lahm/Rafinha/D. Van Buyten/H. Badstuber/B. Schweinsteiger/F. Ribéry/A. Tymoshchuk/T. Kroos/M. Gómez/T. Müller,B. Leno/L. Bender/Ö. Toprak/D. da Costa/H. Balitsch/S. Rolfes/Renato Augusto/S. Sam/S. Reinartz/G. Castro/S. Kießling,3,0,4,1,8,2,4,2,11,16,5,0,61,39
2011/2012,7,Köln,Hoffenheim,25/09/2011,15:40,M. Rensing/K. McKenna/C. Eichner/S. Riether/Sereno/Andrezinho/A. Chihi/S. Peszko/M. Jajalo/L. Podolski/M. Novakovič,T. Starke/M. Compper/A. Beck/E. Braafheid/I. Vorsah/S. Rudy/G. Sigurðsson/D. Kaiser/R. Babel/P. Mlapa/Roberto Firmino,2,0,4,6,8,3,2,13,12,18,1,2,40,60
2011/2012,7,Werder Bremen,Hertha BSC,25/09/2011,17:30,S. Mielitz/A. Wolf/S. Prödl/L. Schmitz/A. Ignjovski/C. Fritz/A. Hunt/M. Ekici/P. Bargfrede/C. Pizarro/M. Arnautović,T. Kraft/L. Kobiashvili/C. Lell/R. Hubník/A. Mijatović/P. Ebert/A. Ottl/P. Niemeyer/T. Torun/Raffael/A. Ramos,2,1,8,3,13,6,12,3,23,25,4,5,61,39
2011/2012,8,Kaiserslautern,Stuttgart,30/09/2011,20:40,K. Trapp/M. Amedick/L. Jessen/F. Dick/Rodnei/O. Kirch/C. Tiffert/T. Petsos/R. Sukuta-Pasu/I. Shechter/D. Kouemaha,S. Ulreich/K. Boulahrouz/F. Rodríguez/S. Taşçı/A. Boka/W. Kvist/T. Hajnal/M. Harnik/Cacau/S. Okazaki/P. Pogrebnyak,0,2,9,4,13,7,10,4,17,17,4,2,52,48
2011/2012,8,Borussia Dortmund,Augsburg,01/10/2011,15:30,R. Weidenfeller/M. Hummels/Ł. Piszczek/S. Bender/Felipe Santana/C. Löwe/I. Perišić/J. Błaszczykowski/İ. Gündoğan/M. Götze/R. Lewandowski,S. Jentzsch/U. Möhrle/J. Callsen-Bracker/G. Sankoh/M. de Jong/L. Davids/H. Hosogai/D. Baier/A. Bellinghausen/D. Brinkmann/S. Mölders,4,0,3,3,16,8,5,2,15,16,1,1,63,37
2011/2012,8,Bayer Leverkusen,Wolfsburg,01/10/2011,15:30,B. Leno/M. Kadlec/L. Bender/Ö. Toprak/M. Ballack/H. Balitsch/S. Sam/S. Reinartz/G. Castro/S. Kießling/E. Derdiyok,D. Benaglio/P. Ochs/M. Russ/A. Madlung/A. Dejagah/Josué/M. Schäfer/C. Träsch/S. Lakić/M. Mandžukić/R. Jönsson,3,1,6,4,14,6,5,2,16,22,5,4,52,48
2011/2012,8,Nürnberg,Mainz 05,01/10/2011,15:30,A. Stephan/J. Pinola/T. Klose/P. Wollscheid/M. Feulner/T. Simons/A. Cohen/T. Chandler/R. Mak/T. Pekhart/A. Bunjaku,H. Müller/N. Noveski/M. Fathi/Zdeněk Pospěch/N. Bungert/J. Kirchhoff/A. Ivanschitz/J. Baumgartlinger/M. Risse/N. Müller/E. Choupo-Moting,3,3,2,4,6,9,3,5,14,18,1,6,50,50
2011/2012,8,Freiburg,Borussia Mönchengladbach,01/10/2011,15:30,O. Baumann/P. Krmaš/O. Barth/M. Mujdža/F. Bastians/C. Makiadi/Y. Abdessadki/J. Schuster/A. Putilo/J. Flum/P. Cissé,M. ter Stegen/O. Wendt/M. Stranzl/Dante/T. Jantschke/T. Marx/J. Arango/R. Neustädter/M. Hanke/I. de Camargo/M. Reus,1,0,4,7,1,8,6,11,23,19,9,1,43,57
2011/2012,8,Hoffenheim,Bayern Munich,01/10/2011,15:30,T. Starke/M. Compper/A. Beck/E. Braafheid/I. Vorsah/S. Rudy/D. Williams/G. Sigurðsson/R. Babel/C. Obasi/Roberto Firmino,M. Neuer/P. Lahm/D. Van Buyten/J. Boateng/H. Badstuber/B. Schweinsteiger/F. Ribéry/A. Tymoshchuk/T. Kroos/M. Gómez/T. Müller,0,0,6,2,7,3,11,3,19,27,1,2,46,54
2011/2012,8,Hertha BSC,Köln,01/10/2011,18:30,T. Kraft/L. Kobiashvili/R. Hubník/A. Mijatović/C. Janker/P. Ebert/A. Ottl/P. Niemeyer/Ä. Ben-Hatira/Raffael/P. Lasogga,M. Rensing/K. McKenna/C. Eichner/S. Riether/Sereno/Andrezinho/A. Chihi/S. Peszko/M. Jajalo/L. Podolski/M. Novakovič,3,0,3,5,5,2,7,2,16,18,7,1,44,56
2011/2012,8,Hannover 96,Werder Bremen,02/10/2011,15:30,R. Zieler/K. Haggui/C. Pander/C. Schulz/E. Pogatetz/S. Cherundolo/Sérgio Pinto/L. Stindl/M. Schmiedebach/J. Schlaudraff/M. Abdellaoue,S. Mielitz/A. Wolf/S. Prödl/S. Papastathopoulos/A. Ignjovski/C. Fritz/A. Hunt/M. Marin/P. Bargfrede/C. Pizarro/M. Arnautović,3,2,3,1,10,12,3,6,26,15,9,6,42,58
2011/2012,8,Hamburger SV,Schalke 04,02/10/2011,17:30,J. Drobný/H. Westermann/D. Aogo/S. Rajković/J. Bruma/R. Tesche/T. Rincón/G. Töre/Z. Lam/P. Guerrero/M. Petrić,R. Fährmann/C. Metzelder/C. Fuchs/B. Höwedes/K. Papadopoulos/José Jurado/L. Holtby/M. Höger/Raúl/K. Huntelaar/J. Farfán,1,2,5,5,6,7,12,2,21,17,3,1,50,50
2011/2012,9,Werder Bremen,Borussia Dortmund,14/10/2011,20:30,S. Mielitz/A. Wolf/Naldo/S. Papastathopoulos/L. Schmitz/C. Fritz/A. Hunt/M. Marin/P. Bargfrede/M. Rosenberg/C. Pizarro,R. Weidenfeller/P. Owomoyela/M. Hummels/S. Bender/N. Subotić/C. Löwe/K. Großkreutz/I. Perišić/İ. Gündoğan/M. Götze/R. Lewandowski,0,2,11,3,14,5,12,5,16,20,9,4,60,40
2011/2012,9,Bayern Munich,Hertha BSC,15/10/2011,15:30,M. Neuer/P. Lahm/D. Van Buyten/J. Boateng/H. Badstuber/B. Schweinsteiger/F. Ribéry/A. Tymoshchuk/T. Kroos/M. Gómez/T. Müller,T. Kraft/L. Kobiashvili/C. Lell/R. Hubník/A. Mijatović/P. Ebert/A. Ottl/P. Niemeyer/Ä. Ben-Hatira/Raffael/P. Lasogga,4,0,3,2,11,1,7,2,8,14,2,2,66,34
2011/2012,9,Mainz 05,Augsburg,15/10/2011,15:30,H. Müller/N. Noveski/M. Fathi/Zdeněk Pospěch/N. Bungert/J. Kirchhoff/A. Ivanschitz/J. Baumgartlinger/M. Risse/N. Müller/E. Choupo-Moting,S. Jentzsch/D. Reinhardt/U. Möhrle/J. Callsen-Bracker/S. Langkamp/L. Davids/H. Hosogai/D. Baier/A. Bellinghausen/A. Gogia/S. Mölders,0,1,9,4,15,5,5,5,21,18,2,1,66,34
2011/2012,9,Stuttgart,Hoffenheim,15/10/2011,15:30,S. Ulreich/K. Boulahrouz/F. Rodríguez/S. Taşçı/A. Boka/W. Kvist/T. Hajnal/M. Harnik/Cacau/S. Okazaki/P. Pogrebnyak,T. Starke/M. Compper/A. Beck/E. Braafheid/I. Vorsah/D. Williams/G. Sigurðsson/D. Kaiser/R. Babel/C. Obasi/Roberto Firmino,2,0,3,3,9,5,5,9,24,19,3,5,45,55
2011/2012,9,Wolfsburg,Nürnberg,15/10/2011,15:30,D. Benaglio/A. Madlung/B. Thoelke/A. Dejagah/H. Salihamidžić/Josué/M. Schäfer/Y. Orozco/C. Träsch/S. Lakić/M. Mandžukić,A. Stephan/T. Klose/P. Wollscheid/M. Plattenhardt/M. Feulner/T. Simons/J. Hegeler/A. Esswein/T. Chandler/R. Mak/T. Pekhart,2,1,1,3,7,8,4,2,22,24,3,2,50,50
2011/2012,9,Borussia Mönchengladbach,Bayer Leverkusen,15/10/2011,15:30,M. ter Stegen/F. Daems/M. Stranzl/H. Nordtveit/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,B. Leno/M. Kadlec/D. Schwaab/L. Bender/M. Ballack/H. Balitsch/S. Sam/S. Reinartz/G. Castro/A. Schürrle/S. Kießling,2,2,4,3,11,5,12,3,7,24,5,3,55,45
2011/2012,9,Schalke 04,Kaiserslautern,15/10/2011,18:30,R. Fährmann/C. Metzelder/C. Fuchs/B. Höwedes/K. Papadopoulos/José Jurado/L. Holtby/M. Höger/J. Draxler/Raúl/K. Huntelaar,K. Trapp/M. Amedick/F. Dick/A. Bugera/Rodnei/O. Kirch/P. De Wit/C. Tiffert/O. Şahan/I. Shechter/D. Kouemaha,1,2,4,5,14,13,1,3,17,25,2,5,53,47
2011/2012,9,Freiburg,Hamburger SV,16/10/2011,15:30,O. Baumann/A. Hinkel/P. Krmaš/O. Barth/F. Bastians/C. Makiadi/Y. Abdessadki/J. Schuster/A. Putilo/J. Flum/P. Cissé,J. Drobný/H. Westermann/D. Aogo/S. Rajković/J. Bruma/R. Tesche/G. Kačar/G. Töre/Z. Lam/M. Petrić/Son Heung-Min,1,2,7,2,14,5,7,6,17,21,4,6,57,43
2011/2012,9,Köln,Hannover 96,16/10/2011,17:30,M. Rensing/C. Eichner/M. Brečko/S. Riether/Sereno/A. Jemal/A. Chihi/M. Lanig/S. Peszko/M. Jajalo/L. Podolski,R. Zieler/Sofian Chahed/K. Haggui/C. Schulz/E. Pogatetz/K. Rausch/Sérgio Pinto/L. Stindl/M. Schmiedebach/D. Ya Konan/M. Abdellaoue,2,0,1,5,4,6,5,6,23,20,5,5,44,56
2011/2012,10,Augsburg,Werder Bremen,21/10/2011,20:30,S. Jentzsch/D. Reinhardt/U. Möhrle/J. Callsen-Bracker/S. Langkamp/L. Davids/H. Hosogai/D. Baier/A. Bellinghausen/A. Gogia/S. Mölders,T. Wiese/A. Wolf/Naldo/S. Papastathopoulos/L. Schmitz/A. Ignjovski/C. Fritz/A. Hunt/M. Marin/M. Rosenberg/C. Pizarro,1,1,4,7,7,12,4,9,19,13,3,3,35,65
2011/2012,10,Borussia Dortmund,Köln,22/10/2011,15:30,R. Weidenfeller/M. Hummels/Ł. Piszczek/S. Bender/N. Subotić/M. Schmelzer/K. Großkreutz/S. Kehl/S. Kagawa/M. Götze/R. Lewandowski,M. Rensing/C. Eichner/S. Riether/Sereno/A. Jemal/A. Chihi/M. Lanig/S. Peszko/M. Jajalo/A. Matuszczyk/L. Podolski,5,0,2,3,14,1,13,1,14,10,6,4,60,40
2011/2012,10,Nürnberg,Stuttgart,22/10/2011,15:30,A. Stephan/T. Klose/P. Wollscheid/M. Plattenhardt/T. Simons/J. Hegeler/A. Esswein/A. Cohen/T. Chandler/R. Mak/T. Pekhart,S. Ulreich/K. Boulahrouz/F. Rodríguez/S. Taşçı/A. Boka/W. Kvist/T. Hajnal/Z. Kuzmanović/M. Harnik/Cacau/S. Okazaki,2,2,4,4,12,8,5,4,11,15,6,6,42,58
2011/2012,10,Kaiserslautern,Freiburg,22/10/2011,15:30,K. Trapp/M. Amedick/M. Abel/F. Dick/A. Bugera/O. Kirch/P. De Wit/C. Tiffert/O. Şahan/I. Shechter/D. Kouemaha,O. Baumann/A. Hinkel/P. Krmaš/O. Barth/F. Bastians/C. Makiadi/Y. Abdessadki/J. Schuster/A. Putilo/J. Flum/P. Cissé,1,0,6,4,7,4,3,4,17,18,7,4,47,53
2011/2012,10,Hoffenheim,Borussia Mönchengladbach,22/10/2011,15:30,D. Haas/M. Compper/A. Beck/E. Braafheid/I. Vorsah/F. Johnson/D. Williams/G. Sigurðsson/R. Babel/V. Ibišević/Roberto Firmino,M. ter Stegen/O. Wendt/M. Stranzl/H. Nordtveit/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,1,0,8,2,7,4,10,5,18,18,6,2,47,53
2011/2012,10,Hertha BSC,Mainz 05,22/10/2011,15:30,T. Kraft/L. Kobiashvili/C. Lell/R. Hubník/F. Lustenberger/A. Mijatović/P. Ebert/A. Ottl/Ä. Ben-Hatira/Raffael/A. Ramos,H. Müller/N. Noveski/M. Fathi/Zdeněk Pospěch/N. Bungert/M. Caligiuri/J. Kirchhoff/E. Soto/A. Ivanschitz/N. Müller/S. Allagui,0,0,3,3,2,8,6,6,12,24,0,5,45,55
2011/2012,10,Hamburger SV,Wolfsburg,22/10/2011,18:30,J. Drobný/M. Jansen/H. Westermann/D. Aogo/S. Rajković/J. Bruma/G. Kačar/T. Rincón/G. Töre/P. Guerrero/M. Petrić,D. Benaglio/P. Ochs/S. Kyrgiakos/M. Hasebe/B. Thoelke/A. Dejagah/Josué/M. Schäfer/C. Träsch/Koo Ja-Cheol/M. Mandžukić,1,1,8,4,15,4,5,3,24,22,2,1,59,41
2011/2012,10,Bayer Leverkusen,Schalke 04,23/10/2011,15:30,B. Leno/M. Friedrich/M. Kadlec/D. Schwaab/L. Bender/Ö. Toprak/M. Ballack/S. Rolfes/S. Sam/A. Schürrle/S. Kießling,L. Unnerstall/C. Fuchs/B. Höwedes/K. Papadopoulos/J. Matip/J. Jones/L. Holtby/J. Draxler/Raúl/K. Huntelaar/J. Farfán,0,1,3,3,8,10,6,7,14,23,6,3,52,48
2011/2012,10,Hannover 96,Bayern Munich,23/10/2011,17:30,R. Zieler/K. Haggui/C. Pander/C. Schulz/E. Pogatetz/S. Cherundolo/Sérgio Pinto/L. Stindl/M. Schmiedebach/J. Schlaudraff/M. Abdellaoue,M. Neuer/P. Lahm/Rafinha/J. Boateng/H. Badstuber/B. Schweinsteiger/F. Ribéry/Luiz Gustavo/T. Kroos/M. Gómez/T. Müller,2,1,2,5,4,13,7,5,25,14,3,10,46,54
2011/2012,11,Freiburg,Bayer Leverkusen,28/10/2011,20:30,O. Baumann/A. Hinkel/P. Krmaš/O. Barth/F. Bastians/J. Rosenthal/J. Schuster/A. Putilo/J. Flum/P. Cissé/G. Dembélé,B. Leno/M. Friedrich/M. Kadlec/D. Schwaab/L. Bender/Ö. Toprak/M. Ballack/S. Sam/G. Castro/A. Schürrle/E. Derdiyok,0,1,6,2,12,4,8,6,21,12,5,5,54,46
2011/2012,11,Bayern Munich,Nürnberg,29/10/2011,15:30,M. Neuer/P. Lahm/Rafinha/D. Van Buyten/H. Badstuber/B. Schweinsteiger/F. Ribéry/A. Tymoshchuk/T. Kroos/M. Gómez/T. Müller,A. Stephan/T. Klose/P. Wollscheid/M. Plattenhardt/T. Simons/J. Judt/A. Esswein/A. Cohen/T. Chandler/W. Kamavuaka/T. Pekhart,4,0,7,3,12,3,3,3,14,16,2,0,72,28
2011/2012,11,Schalke 04,Hoffenheim,29/10/2011,15:30,L. Unnerstall/C. Fuchs/B. Höwedes/K. Papadopoulos/J. Matip/J. Jones/L. Holtby/J. Draxler/Raúl/K. Huntelaar/J. Farfán,T. Starke/M. Compper/A. Beck/E. Braafheid/I. Vorsah/D. Williams/G. Sigurðsson/R. Babel/V. Ibišević/C. Obasi/Roberto Firmino,3,1,5,4,11,6,3,4,21,20,3,2,42,58
2011/2012,11,Wolfsburg,Hertha BSC,29/10/2011,15:30,D. Benaglio/P. Ochs/S. Kyrgiakos/M. Hasebe/B. Thoelke/A. Dejagah/A. Hleb/Josué/M. Schäfer/C. Träsch/M. Mandžukić,T. Kraft/L. Kobiashvili/C. Lell/M. Franz/A. Mijatović/A. Ottl/P. Niemeyer/Raffael/N. Rukavytsya/A. Ramos/P. Lasogga,2,3,6,7,10,9,9,4,28,15,3,6,58,42
2011/2012,11,Borussia Mönchengladbach,Hannover 96,29/10/2011,15:30,M. ter Stegen/F. Daems/M. Stranzl/H. Nordtveit/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,R. Zieler/Sofian Chahed/K. Haggui/C. Pander/C. Schulz/E. Pogatetz/A. Lala/L. Stindl/M. Schmiedebach/J. Schlaudraff/M. Abdellaoue,2,1,5,5,8,7,9,9,13,18,5,6,53,47
2011/2012,11,Stuttgart,Borussia Dortmund,29/10/2011,15:45,S. Ulreich/K. Boulahrouz/F. Rodríguez/S. Taşçı/C. Molinaro/W. Kvist/T. Hajnal/Z. Kuzmanović/M. Harnik/Cacau/S. Okazaki,R. Weidenfeller/M. Hummels/Ł. Piszczek/S. Bender/N. Subotić/M. Schmelzer/S. Kehl/I. Perišić/S. Kagawa/M. Götze/R. Lewandowski,1,1,6,7,7,11,5,9,19,15,2,3,48,52
2011/2012,11,Mainz 05,Werder Bremen,29/10/2011,18:30,C. Wetklo/N. Noveski/M. Fathi/Zdeněk Pospěch/N. Bungert/M. Caligiuri/J. Kirchhoff/E. Soto/Y. Mallı/E. Choupo-Moting/A. Ujah,T. Wiese/Naldo/S. Prödl/S. Papastathopoulos/L. Schmitz/A. Ignjovski/C. Fritz/A. Hunt/M. Ekici/M. Rosenberg/C. Pizarro,1,3,10,0,11,8,6,5,23,25,2,1,59,41
2011/2012,11,Köln,Augsburg,30/10/2011,15:30,M. Rensing/C. Eichner/M. Brečko/S. Riether/Sereno/A. Jemal/M. Lanig/S. Peszko/M. Jajalo/C. Clemens/L. Podolski,S. Jentzsch/D. Reinhardt/U. Möhrle/J. Callsen-Bracker/S. Langkamp/L. Davids/H. Hosogai/D. Baier/A. Bellinghausen/D. Brinkmann/S. Mölders,3,0,1,2,4,8,1,15,16,15,2,5,51,49
2011/2012,11,Hamburger SV,Kaiserslautern,30/10/2011,17:30,J. Drobný/M. Jansen/H. Westermann/D. Aogo/S. Rajković/J. Bruma/G. Kačar/T. Rincón/G. Töre/P. Guerrero/M. Berg,K. Trapp/M. Amedick/M. Abel/F. Dick/A. Bugera/O. Kirch/P. De Wit/C. Tiffert/O. Şahan/K. Fortounis/D. Kouemaha,1,1,4,3,7,5,10,8,21,22,2,2,50,50
2011/2012,12,Mainz 05,Stuttgart,04/11/2011,20:30,C. Wetklo/Zdeněk Pospěch/N. Bungert/M. Caligiuri/J. Kirchhoff/E. Polanski/E. Soto/A. Ivanschitz/J. Baumgartlinger/N. Müller/A. Ujah,S. Ulreich/K. Boulahrouz/F. Rodríguez/S. Taşçı/C. Molinaro/W. Kvist/T. Hajnal/Z. Kuzmanović/M. Harnik/Cacau/S. Okazaki,3,1,4,6,9,9,7,10,21,19,2,1,42,58
2011/2012,12,Borussia Dortmund,Wolfsburg,05/11/2011,15:30,R. Weidenfeller/M. Hummels/Ł. Piszczek/S. Bender/N. Subotić/M. Schmelzer/K. Großkreutz/S. Kagawa/M. Götze/M. Leitner/R. Lewandowski,D. Benaglio/P. Ochs/S. Kyrgiakos/Chris/J. Polák/A. Dejagah/H. Salihamidžić/Josué/M. Schäfer/C. Träsch/M. Mandžukić,5,1,8,6,14,2,6,3,13,20,8,4,56,44
2011/2012,12,Werder Bremen,Köln,05/11/2011,15:30,T. Wiese/Naldo/S. Prödl/S. Papastathopoulos/L. Schmitz/A. Ignjovski/C. Fritz/A. Hunt/M. Ekici/C. Pizarro/M. Arnautović,M. Rensing/C. Eichner/M. Brečko/S. Riether/Sereno/A. Jemal/M. Lanig/S. Peszko/M. Jajalo/C. Clemens/L. Podolski,3,2,10,4,20,2,11,4,17,18,7,4,66,34
2011/2012,12,Nürnberg,Freiburg,05/11/2011,15:30,R. Schäfer/J. Pinola/T. Klose/P. Wollscheid/M. Feulner/T. Simons/A. Esswein/T. Chandler/M. Frantz/C. Eigler/T. Pekhart,O. Baumann/A. Hinkel/P. Krmaš/O. Barth/F. Bastians/J. Rosenthal/C. Makiadi/J. Schuster/A. Putilo/J. Flum/P. Cissé,1,2,5,2,7,5,7,6,18,22,3,2,53,47
2011/2012,12,Hoffenheim,Kaiserslautern,05/11/2011,15:30,T. Starke/M. Compper/E. Braafheid/A. Ibertsberger/I. Vorsah/S. Salihović/F. Johnson/S. Rudy/R. Babel/V. Ibišević/C. Obasi,K. Trapp/M. Amedick/M. Abel/F. Dick/A. Bugera/O. Kirch/P. De Wit/C. Tiffert/O. Şahan/K. Fortounis/D. Kouemaha,1,1,4,3,3,10,8,11,27,25,1,4,48,52
2011/2012,12,Hertha BSC,Borussia Mönchengladbach,05/11/2011,15:30,T. Kraft/L. Kobiashvili/C. Lell/M. Franz/A. Mijatović/A. Ottl/P. Niemeyer/Raffael/N. Rukavytsya/A. Ramos/P. Lasogga,M. ter Stegen/F. Daems/M. Stranzl/H. Nordtveit/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,1,2,5,4,5,8,5,4,19,15,5,2,44,56
2011/2012,12,Bayer Leverkusen,Hamburger SV,05/11/2011,18:30,B. Leno/M. Friedrich/M. Kadlec/L. Bender/Ö. Toprak/M. Ballack/S. Rolfes/S. Sam/G. Castro/A. Schürrle/S. Kießling,J. Drobný/M. Jansen/H. Westermann/M. Mancienne/D. Aogo/D. Diekmeier/G. Kačar/T. Rincón/G. Töre/P. Guerrero/Son Heung-Min,2,2,5,4,8,8,7,5,20,17,2,4,49,51
2011/2012,12,Hannover 96,Schalke 04,06/11/2011,15:30,R. Zieler/Sofian Chahed/K. Haggui/C. Pander/C. Schulz/E. Pogatetz/Sérgio Pinto/L. Stindl/J. Schlaudraff/D. Ya Konan/M. Abdellaoue,L. Unnerstall/C. Fuchs/B. Höwedes/K. Papadopoulos/J. Matip/J. Jones/L. Holtby/J. Draxler/Raúl/J. Farfán/T. Pukki,2,2,2,5,6,11,8,3,16,21,3,2,56,44
2011/2012,12,Augsburg,Bayern Munich,06/11/2011,17:30,M. Amsif/D. Reinhardt/J. Callsen-Bracker/P. Verhaegh/S. Langkamp/L. Davids/H. Hosogai/T. Werner/D. Baier/D. Brinkmann/S. Mölders,M. Neuer/P. Lahm/Rafinha/D. Van Buyten/D. Alaba/H. Badstuber/F. Ribéry/A. Tymoshchuk/T. Kroos/M. Gómez/T. Müller,1,2,1,3,4,9,6,5,17,17,2,1,48,52
2011/2012,13,Kaiserslautern,Bayer Leverkusen,18/11/2011,20:30,K. Trapp/M. Amedick/M. Abel/F. Dick/A. Bugera/O. Kirch/C. Tiffert/O. Şahan/T. Petsos/K. Fortounis/D. Kouemaha,B. Leno/M. Friedrich/M. Kadlec/D. Schwaab/L. Bender/Ö. Toprak/M. Ballack/S. Sam/S. Reinartz/G. Castro/S. Kießling,0,2,8,2,7,7,7,8,14,17,7,0,46,54
2011/2012,13,Schalke 04,Nürnberg,19/11/2011,15:30,L. Unnerstall/A. Uchida/C. Fuchs/K. Papadopoulos/J. Matip/J. Jones/A. Baumjohann/L. Holtby/J. Draxler/Raúl/K. Huntelaar,R. Schäfer/T. Klose/P. Wollscheid/M. Plattenhardt/T. Simons/J. Hegeler/A. Esswein/T. Chandler/M. Frantz/D. Didavi/C. Eigler,4,0,4,8,6,12,5,4,14,19,3,3,43,57
2011/2012,13,Freiburg,Hertha BSC,19/11/2011,15:30,O. Baumann/H. Butscher/P. Krmaš/F. Bastians/B. Ferati/J. Rosenthal/J. Schuster/A. Putilo/J. Flum/J. Schmid/P. Cissé,T. Kraft/L. Kobiashvili/C. Lell/R. Hubník/A. Mijatović/P. Ebert/A. Ottl/P. Niemeyer/Raffael/A. Ramos/P. Lasogga,2,2,6,4,8,11,8,3,21,22,6,5,58,42
2011/2012,13,Wolfsburg,Hannover 96,19/11/2011,15:30,D. Benaglio/A. Madlung/Chris/M. Hasebe/A. Dejagah/H. Salihamidžić/Josué/M. Schäfer/C. Träsch/Koo Ja-Cheol/M. Mandžukić,R. Zieler/Sofian Chahed/K. Haggui/C. Pander/C. Schulz/E. Pogatetz/L. Stindl/M. Schmiedebach/J. Schlaudraff/D. Ya Konan/M. Abdellaoue,4,1,9,8,9,3,8,3,20,14,2,2,47,53
2011/2012,13,Borussia Mönchengladbach,Werder Bremen,19/11/2011,15:30,M. ter Stegen/F. Daems/M. Stranzl/H. Nordtveit/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,T. Wiese/A. Wolf/S. Prödl/S. Papastathopoulos/A. Ignjovski/C. Fritz/A. Hunt/M. Ekici/P. Bargfrede/C. Pizarro/M. Arnautović,5,0,6,4,13,5,3,5,10,13,4,6,51,49
2011/2012,13,Bayern Munich,Borussia Dortmund,19/11/2011,18:30,M. Neuer/P. Lahm/Rafinha/J. Boateng/H. Badstuber/A. Robben/F. Ribéry/Luiz Gustavo/T. Kroos/M. Gómez/T. Müller,R. Weidenfeller/M. Hummels/Ł. Piszczek/S. Bender/M. Schmelzer/Felipe Santana/K. Großkreutz/S. Kehl/S. Kagawa/M. Götze/R. Lewandowski,0,1,3,3,9,3,6,5,13,24,4,4,61,39
2011/2012,13,Stuttgart,Augsburg,20/11/2011,15:30,S. Ulreich/K. Boulahrouz/S. Taşçı/C. Molinaro/G. Niedermeier/W. Kvist/T. Hajnal/M. Harnik/Cacau/P. Pogrebnyak/I. Traoré,M. Amsif/D. Reinhardt/J. Callsen-Bracker/P. Verhaegh/S. Langkamp/L. Davids/H. Hosogai/T. Werner/D. Baier/D. Brinkmann/S. Mölders,2,1,5,4,6,6,5,8,25,21,4,3,51,49
2011/2012,13,Hamburger SV,Hoffenheim,20/11/2011,17:30,J. Drobný/M. Jansen/H. Westermann/D. Aogo/D. Diekmeier/J. Bruma/G. Kačar/T. Rincón/G. Töre/P. Guerrero/M. Berg,T. Starke/M. Compper/A. Beck/E. Braafheid/J. Vestergaard/T. Weis/S. Salihović/F. Johnson/S. Rudy/R. Babel/V. Ibišević,2,0,5,3,10,9,7,10,17,17,4,2,48,52
2011/2012,13,Köln,Mainz 05,13/12/2011,20:30,M. Rensing/M. Brečko/S. Riether/Sereno/Pedro Geromel/A. Jemal/M. Lanig/S. Peszko/M. Jajalo/C. Clemens/L. Podolski,C. Wetklo/B. Svensson/M. Fathi/Zdeněk Pospěch/N. Bungert/J. Kirchhoff/E. Soto/J. Baumgartlinger/S. Allagui/Z. Stieber/M. Gavranović,1,1,4,7,6,9,6,3,13,29,2,5,50,50
2011/2012,14,Köln,Borussia Mönchengladbach,25/11/2011,20:30,M. Rensing/K. McKenna/C. Eichner/M. Brečko/S. Riether/Pedro Geromel/S. Peszko/M. Jajalo/A. Matuszczyk/C. Clemens/L. Podolski,M. ter Stegen/F. Daems/H. Nordtveit/R. Brouwers/Dante/T. Jantschke/J. Arango/R. Neustädter/M. Hanke/M. Reus/P. Herrmann,0,3,6,2,2,10,5,5,12,9,9,2,42,58
2011/2012,14,Borussia Dortmund,Schalke 04,26/11/2011,15:30,R. Weidenfeller/M. Hummels/Ł. Piszczek/M. Schmelzer/Felipe Santana/S. Kehl/J. Błaszczykowski/M. Götze/M. Leitner/L. Barrios/R. Lewandowski,L. Unnerstall/A. Uchida/C. Fuchs/K. Papadopoulos/J. Matip/J. Jones/A. Baumjohann/L. Holtby/J. Draxler/Raúl/K. Huntelaar,2,0,3,2,11,1,6,51,26,26,3,3,49,51
2011/2012,14,Nürnberg,Kaiserslautern,26/11/2011,15:30,R. Schäfer/D. Maroh/P. Wollscheid/M. Plattenhardt/T. Simons/J. Hegeler/A. Esswein/T. Chandler/D. Didavi/C. Eigler/T. Pekhart,K. Trapp/M. Amedick/M. Abel/A. Bugera/V. Orban/O. Kirch/P. De Wit/C. Tiffert/O. Şahan/I. Shechter/D. Kouemaha,1,0,6,1,7,0,6,6,23,23,6,1,43,57
